customer_id,full_name,age,gender,location,customer_membership
1350,Laura Green,31,Female,Montreal,Basic
1351,Ashley Jones,38,Female,Montreal,Basic
1352,Theresa Pratt,47,Female,Toronto,Basic
1353,Sherri Li,35,Female,Niagara Falls,Basic
1354,Melissa Church,45,Female,Toronto,Silver
1355,Randy Todd,42,Male,Toronto,Basic
1356,Mr. Joe Matthews,19,Male,Montreal,Gold
1357,Brian Jones,21,Male,Vancouver,Platinum
1358,Wendy Rhodes,50,Female,Toronto,Basic
1359,Ethan Moses,21,Male,Montreal,Basic
1360,Adam Collier,45,Male,Calgary,Silver
1361,Brandon Nunez,57,Male,Quebec City,VIP
1362,Angela Velazquez,39,Female,Quebec City,Basic
1363,Hayden Shannon,36,Male,Niagara Falls,Basic
1364,Travis Vega,39,Male,Banff,Basic
1365,Jonathan Gonzalez,49,Male,Toronto,Basic
1366,Shelley Clark,52,Female,Vancouver,Basic
1367,David Montgomery,35,Male,Toronto,Basic
1368,Brian Mora,46,Male,Kelowna,Silver
1369,Matthew Austin,31,Male,Vancouver,Platinum
1370,Joshua Williams,48,Male,Ottawa,Basic
1371,Marc Vasquez,30,Male,Toronto,Silver
1372,Stephanie Melton DDS,43,Female,Toronto,Basic
1373,Sydney Ramirez MD,21,Female,Toronto,Platinum
1374,Anthony Lloyd,61,Male,Toronto,Platinum
1375,Kimberly Shaw,22,Female,Calgary,Platinum
1376,Melissa Thompson,71,Female,Ottawa,Basic
1377,Melissa Stevens DDS,73,Female,Niagara Falls,Basic
1378,Christine Carpenter,57,Female,Calgary,Silver
1379,Louis Green,22,Male,Toronto,Basic
1380,Cynthia Ruiz,72,Female,Niagara Falls,Basic
1381,Jacob Jimenez,29,Male,Vancouver,Basic
1382,Michael Watson,40,Male,Victoria,Platinum
1383,Diana White,48,Female,Vancouver,Basic
1384,Kenneth Perez,74,Male,Vancouver,Basic
1385,Devin Young,46,Male,Quebec City,Basic
1386,James Thomas,72,Male,Quebec City,Basic
1387,Chase Shaffer,61,Male,Winnipeg,Basic
1388,Jonathan Cowan,52,Male,Ottawa,Basic
1389,Jose Le,41,Male,Vancouver,Gold
1390,Elijah Hart,24,Male,Vancouver,Basic
1391,Jennifer Vaughn,38,Female,Vancouver,Platinum
1392,Robin Woods,23,Female,Edmonton,Basic
1393,Joanna Cook,59,Female,Calgary,Basic
1394,Justin Frederick,64,Male,Vancouver,Silver
1395,Alejandro Martinez,48,Male,Calgary,VIP
1396,Tracey Gonzalez,34,Female,Niagara Falls,Basic
1397,Matthew Thompson,26,Male,Calgary,Basic
1398,Heather Nunez,30,Female,Toronto,Basic
1399,Nancy Preston,24,Female,Victoria,VIP
1400,Dustin Welch,41,Male,Vancouver,Basic
1401,Christopher Morton,25,Male,Quebec City,Platinum
1402,Lynn Duncan,68,Female,Vancouver,Silver
1403,Benjamin Martin,42,Male,Vancouver,Basic
1404,Emily Carter,69,Female,Toronto,Gold
1405,Maria Nelson,44,Female,Toronto,Gold
1406,Shari Cox,51,Female,Kelowna,Platinum
1407,Tracie Gutierrez,26,Female,Montreal,Basic
1408,Allison Luna,47,Female,Quebec City,Gold
1409,Teresa Haynes,40,Female,Kelowna,Basic
1410,Carol Garcia,18,Female,Niagara Falls,Basic
1411,Sherry Kelley,44,Female,Calgary,Basic
1412,James Hubbard,35,Male,Calgary,Basic
1413,Dennis Moore,21,Male,Kelowna,Basic
1414,Stephen Parker,27,Male,Vancouver,Basic
1415,Diane Sims,25,Female,Toronto,Basic
1416,Sara Johnson,31,Female,Quebec City,Basic
1417,Shannon Nguyen,50,Female,Vancouver,Basic
1418,William Fernandez,27,Male,Vancouver,Basic
1419,Jill Montes,39,Female,Quebec City,Basic
1420,Christopher Harper,64,Male,Vancouver,Basic
1421,Mark Elliott,73,Male,Niagara Falls,Basic
1422,Mark Collins,60,Male,Toronto,Basic
1423,Joshua Ballard,32,Male,Whistler,Basic
1424,Jacob Green,41,Male,Montreal,Basic
1425,April Ochoa,20,Female,Toronto,Basic
1426,Hailey Harrison,56,Female,Ottawa,Basic
1427,Tammy Arroyo,23,Female,Victoria,Basic
1428,Adam Jordan,75,Male,Niagara Falls,Basic
1429,David Smith,39,Male,Halifax,Basic
1430,Jason Castro,27,Male,Toronto,Silver
1431,Christopher Mclaughlin,67,Male,Calgary,Platinum
1432,Jamie Baker,48,Female,Vancouver,Basic
1433,Cynthia Duran,56,Female,Vancouver,Silver
1434,Rhonda Cohen,69,Female,Calgary,Basic
1435,Patrick Lamb,73,Male,Montreal,Basic
1436,Sarah White,30,Female,Vancouver,Basic
1437,Mark Williamson,64,Male,Halifax,Gold
1438,Marcus Lopez,37,Male,Vancouver,Silver
1439,Anthony Nichols,30,Male,Niagara Falls,Platinum
1440,Brian Adams,25,Male,Vancouver,Basic
1441,Monica Hall,23,Female,Toronto,Basic
1442,Katherine Peterson,67,Female,Toronto,Basic
1443,Rebecca Bolton,24,Female,Vancouver,Basic
1444,Raven Rivera,43,Female,Calgary,Basic
1445,Tiffany Brown,21,Female,Toronto,Basic
1446,Benjamin Harrison,30,Male,Toronto,Basic
1447,Sarah Roth,42,Female,Montreal,Basic
1448,Bryan Tate,57,Male,Montreal,Platinum
1449,Ray Ramos,19,Male,Victoria,Basic
1450,Andrew Murray,46,Male,Calgary,Basic
1451,Kelly Hendrix,38,Female,Vancouver,Basic
1452,Melanie Collins,50,Female,Vancouver,Silver
1453,Lori Williams,24,Female,Toronto,Silver
1454,Kelly King,34,Female,Toronto,Gold
1455,Cristian Clay,24,Male,Toronto,VIP
1456,Daniel Rodriguez,47,Male,Whistler,Basic
1457,Erika Jackson,64,Female,Vancouver,Basic
1458,Barbara Mccormick,37,Female,Vancouver,Platinum
1459,Andrew Logan,63,Male,Toronto,Basic
1460,Kyle Watson,32,Male,Montreal,Basic
1461,Christopher Davis,28,Male,Toronto,Basic
1462,Timothy Shea,56,Male,Ottawa,Basic
1463,Anthony Newman,41,Male,Toronto,Basic
1464,Rebecca Martinez,28,Female,Banff,Basic
1465,William Kramer,70,Male,Vancouver,Silver
1466,Robert Gonzales,46,Male,Toronto,Basic
1467,Melissa Howard,56,Female,Whistler,Basic
1468,Stephanie Washington,24,Female,Montreal,Platinum
1469,Edward Terry,33,Male,Vancouver,Platinum
1470,Chelsea Bailey,24,Female,Montreal,Basic
1471,Donald Guerra,41,Male,Quebec City,Basic
1472,Julian Jones,27,Male,Vancouver,Basic
1473,Elizabeth Baker,37,Female,Vancouver,Basic
1474,April Little,18,Female,Montreal,Basic
1475,Charlene Smith,33,Female,Vancouver,Silver
1476,Ricardo Allen,48,Male,Toronto,Basic
1477,Matthew Ryan,26,Male,Vancouver,Basic
1478,Joseph Jimenez,71,Male,Banff,Gold
1479,Lisa Morris,18,Female,Montreal,VIP
1480,Ashley Mills,24,Female,Niagara Falls,Basic
1481,Sandy Anderson,25,Female,Vancouver,Basic
1482,Christina Washington,49,Female,Montreal,Silver
1483,Kenneth Huff,44,Male,Toronto,Basic
1484,Joseph Miles,34,Male,Quebec City,Basic
1485,Jacob Obrien,35,Male,Toronto,Basic
1486,Tara Clark,62,Female,Ottawa,Basic
1487,Steve Miller,24,Male,Toronto,Gold
1488,Amy Grant,21,Female,Victoria,Basic
1489,Jennifer Wood,45,Female,Kelowna,Basic
1490,Rodney Baker,51,Male,Toronto,Silver
1491,Andrea Torres,44,Female,Toronto,Basic
1492,Toni Davis,18,Female,Toronto,Basic
1493,Kim Lopez,21,Female,Toronto,Basic
1494,Danielle Garrett,28,Female,Vancouver,Platinum
1495,Paul Perry,19,Male,Vancouver,Platinum
1496,Mark Howard,40,Male,Niagara Falls,Platinum
1497,Mary Andrade,26,Female,Vancouver,Basic
1498,Catherine Morales,54,Female,Vancouver,Basic
1499,Brooke Murillo,73,Female,Mont-Tremblant,Silver
1500,Heather Edwards,73,Female,Calgary,Basic
1501,Erika Watson PhD,60,Female,Banff,Basic
1502,Molly Franklin,23,Female,Winnipeg,Basic
1503,Daniel Cannon,42,Male,Quebec City,Basic
1504,Dawn Nixon,67,Female,Vancouver,Basic
1505,Jennifer Barber,57,Female,Toronto,Silver
1506,Linda Holmes DVM,52,Female,Ottawa,Basic
1507,Elizabeth Walker,26,Female,Montreal,Basic
1508,Alison Short,33,Female,Vancouver,Basic
1509,Desiree Spencer,64,Female,Vancouver,Basic
1510,Timothy Moore,49,Male,Vancouver,Basic
1511,Henry Taylor,47,Male,Montreal,Basic
1512,Kevin Hall,21,Male,Toronto,Basic
1513,Brandon Ross,20,Male,Ottawa,Basic
1514,Nicholas Cummings,29,Male,Vancouver,Basic
1515,Christopher Petersen,50,Male,Toronto,Gold
1516,Laura Velez,53,Female,Mont-Tremblant,Basic
1517,Eric Cross,19,Male,Montreal,VIP
1518,Blake Brown,52,Male,Vancouver,Gold
1519,Hannah Montoya,25,Female,Montreal,Basic
1520,Sean Kane,23,Male,Quebec City,Basic
1521,Matthew Guzman,55,Male,Toronto,Basic
1522,Richard Reyes,54,Male,Toronto,Basic
1523,Andrew Fernandez,27,Male,Quebec City,Basic
1524,Jonathan Walker,38,Male,Toronto,Basic
1525,Nicholas Long,24,Male,Ottawa,VIP
1526,Kurt Wagner,32,Male,Montreal,Silver
1527,Donna Foster,30,Female,Vancouver,Basic
1528,Angela Duncan,21,Female,Whistler,Gold
1529,Jennifer Miller,26,Female,Montreal,Silver
1530,Patricia Anderson,33,Female,Vancouver,Basic
1531,Justin Freeman,73,Male,Calgary,Basic
1532,Christina Gilbert,70,Female,Quebec City,Basic
1533,David Jones,69,Male,Whistler,Silver
1534,Frank Glass,34,Male,Niagara Falls,Basic
1535,Michael Henderson,20,Male,Ottawa,Basic
1536,Erica Wheeler,59,Female,Calgary,Basic
1537,Elizabeth Huerta,22,Female,Vancouver,Gold
1538,William Ramos,39,Male,Vancouver,Basic
1539,Andrew Meyers,71,Male,Toronto,VIP
1540,Jacqueline Todd,45,Female,Toronto,Basic
1541,Ashley Brown,64,Female,Vancouver,Basic
1542,Timothy Melton,59,Male,Toronto,Basic
1543,Alexis Benson,42,Female,Toronto,Basic
1544,Joanna Johnson,44,Female,Toronto,Basic
1545,Kimberly Harris,21,Female,Vancouver,Basic
1546,David Webb,66,Male,Victoria,VIP
1547,Charles Hale,28,Male,Vancouver,Basic
1548,Kevin Alvarado,31,Male,Vancouver,Silver
1549,Christopher Campbell,53,Male,Toronto,Basic
1550,Luke Brown,65,Male,Toronto,Basic
1551,Adam Price,50,Male,Kelowna,Basic
1552,Sarah Keller,51,Female,Toronto,Basic
1553,Alec Dillon,72,Male,Ottawa,Silver
1554,David James,33,Male,Montreal,Basic
1555,Ariana Stewart DVM,29,Female,Winnipeg,Platinum
1556,Charlotte Mason,48,Female,Toronto,Silver
1557,Tammy Smith,57,Female,Vancouver,Basic
1558,Kendra Cook,66,Female,Banff,Basic
1559,Christopher Reed,72,Male,Montreal,VIP
1560,Mario Young,58,Male,Montreal,Silver
1561,Jonathan Cain DDS,34,Male,Quebec City,Basic
1562,Steve Briggs,58,Male,Quebec City,Silver
1563,Kristen Ramirez,19,Female,Banff,Basic
1564,Stephanie Sandoval,44,Female,Ottawa,Basic
1565,Janet Yu,30,Female,Calgary,Gold
1566,Lori Perez,48,Female,Toronto,Basic
1567,Brittany Waller,67,Female,Mont-Tremblant,Basic
1568,Gary Daniels,73,Male,Vancouver,Basic
1569,Charles Weaver,58,Male,Calgary,Basic
1570,Scott Parker,23,Male,Halifax,Basic
1571,Joseph Taylor,27,Male,Winnipeg,Basic
1572,Dr. Charles Fitzpatrick DVM,46,Male,Banff,Basic
1573,Kristin Fry,63,Female,Vancouver,Basic
1574,Evan Hobbs,49,Male,Montreal,Basic
1575,Pamela Beard,53,Female,Halifax,Basic
1576,Jason Ramos,18,Male,Quebec City,Basic
1577,Stephanie Mahoney,62,Female,Quebec City,Basic
1578,Peggy Rodriguez,56,Female,Toronto,Basic
1579,Phillip Salazar,57,Male,Victoria,Basic
1580,Latasha Hall,48,Female,Toronto,Platinum
1581,Michael Howard,34,Male,Toronto,Basic
1582,Karen Shaw,44,Female,Victoria,Basic
1583,Michelle Brooks,24,Female,Vancouver,Basic
1584,Katherine Taylor,18,Female,Mont-Tremblant,Basic
1585,Amanda Duran,23,Female,Winnipeg,Basic
1586,Debra Gutierrez,22,Female,Niagara Falls,Basic
1587,William Todd,33,Male,Vancouver,Basic
1588,Timothy Duke,19,Male,Ottawa,Platinum
1589,John Nguyen,66,Male,Ottawa,Basic
1590,Danielle Sullivan,41,Female,Niagara Falls,Basic
1591,Nancy James,57,Female,Toronto,Silver
1592,Logan Newton,25,Male,Montreal,Basic
1593,Joseph Liu,32,Male,Quebec City,Basic
1594,Joseph Hayes,47,Male,Montreal,Platinum
1595,Andrew Forbes,40,Male,Vancouver,Basic
1596,James Moss,21,Male,Toronto,Basic
1597,Kelli Mccoy,23,Female,Calgary,Silver
1598,Doris Sanders,36,Female,Quebec City,Basic
1599,Samantha Murray,22,Female,Ottawa,Platinum
1600,Lisa Brown,58,Female,Calgary,Basic
1601,Charles Gallegos,25,Male,Montreal,VIP
1602,Nathan Wilson,23,Male,Quebec City,Basic
1603,Todd Horton,45,Male,Mont-Tremblant,Basic
1604,Jason Hayes,75,Male,Montreal,Basic
1605,Kevin Marquez,58,Male,Ottawa,Basic
1606,Jesse Wright,55,Male,Montreal,Basic
1607,Susan Hogan,32,Female,Halifax,Platinum
1608,Caleb Wilson,49,Male,Toronto,Basic
1609,Jack Mills,21,Male,Ottawa,Gold
1610,Raven Hunt,18,Female,Vancouver,Silver
1611,Jamie James,23,Female,Calgary,Silver
1612,Susan Cunningham,70,Female,Montreal,Basic
1613,Brittany Melton,75,Female,Vancouver,Basic
1614,Michelle Barnes,60,Female,Winnipeg,Basic
1615,Randy Griffin,38,Male,Ottawa,Basic
1616,Bruce Anderson,51,Male,Calgary,Basic
1617,Marcus King,59,Male,Banff,Basic
1618,Scott Stephens,55,Male,Edmonton,Basic
1619,Stephen Young,33,Male,Vancouver,Basic
1620,Karen Ortiz,41,Female,Toronto,Basic
1621,Kyle Sanchez,71,Male,Toronto,Basic
1622,Manuel Grant,25,Male,Toronto,Basic
1623,Anthony Hernandez,31,Male,Vancouver,Basic
1624,Andrew Nash,43,Male,Vancouver,Basic
1625,Sara Evans,38,Female,Toronto,Basic
1626,Amber Butler,32,Female,Calgary,Basic
1627,Michael Carr,18,Male,Quebec City,Basic
1628,Kurt Cobb,72,Male,Ottawa,Basic
1629,Jordan Riley,65,Female,Montreal,Basic
1630,Anna Evans,54,Female,Ottawa,Basic
1631,Jamie Jones,38,Female,Halifax,Basic
1632,Krista Carter,23,Female,Whistler,Basic
1633,Michael Hill,34,Male,Winnipeg,Platinum
1634,Kelly Dominguez,23,Female,Kelowna,Basic
1635,Brian Blair,18,Male,Quebec City,VIP
1636,Victoria Webb,20,Female,Victoria,Basic
1637,Timothy Andersen,40,Male,Winnipeg,Basic
1638,Lee Stewart,23,Male,Vancouver,Basic
1639,Whitney Gomez,74,Female,Quebec City,Basic
1640,Kristine Stone,24,Female,Halifax,Basic
1641,Katherine White,24,Female,Vancouver,Silver
1642,Michelle Krause,53,Female,Whistler,Basic
1643,Alexander Garrett,69,Male,Toronto,Platinum
1644,Ryan Marsh,53,Male,Vancouver,Basic
1645,Mr. Gene Castro DDS,58,Male,Victoria,Basic
1646,Curtis Campbell,18,Male,Montreal,Basic
1647,Eric Hunter,70,Male,Quebec City,Basic
1648,Aaron Jennings,43,Male,Toronto,Basic
1649,Nathaniel Gilbert,42,Male,Vancouver,Gold
1650,Christopher Rivera,73,Male,Halifax,Basic
1651,Michael Hendricks,22,Male,Toronto,Silver
1652,Maria Olson,30,Female,Montreal,Basic
1653,Stephanie Herrera,32,Female,Whistler,Platinum
1654,Richard Gutierrez,39,Male,Banff,Basic
1655,Russell Evans,35,Male,Vancouver,Basic
1656,Emily Herrera,41,Female,Victoria,Gold
1657,Melissa Marsh,56,Female,Montreal,Basic
1658,Hayden Montes,26,Male,Toronto,Silver
1659,Andre Terrell,73,Male,Vancouver,Basic
1660,Sarah Duncan,54,Female,Toronto,Gold
1661,Linda Hancock,43,Female,Halifax,Basic
1662,Michele Edwards,27,Female,Toronto,Basic
1663,Jason Crawford,27,Male,Calgary,Silver
1664,Jesse Sampson,25,Male,Toronto,Platinum
1665,Eric Rodriguez,45,Male,Banff,Basic
1666,Richard Gentry,19,Male,Montreal,Basic
1667,Alexander Webb,41,Male,Toronto,Basic
1668,Cheryl Mclean,53,Female,Banff,Basic
1669,Kelly Rowe,29,Female,Toronto,Gold
1670,Shane Short,51,Male,Montreal,Basic
1671,Megan Anderson,37,Female,Vancouver,Basic
1672,Joe Reeves,29,Male,Vancouver,Basic
1673,April Randolph,28,Female,Whistler,Basic
1674,Linda Miller,68,Female,Whistler,Basic
1675,Angel Meyer,35,Male,Vancouver,Silver
1676,Erik Lane,56,Male,Calgary,Basic
1677,Stephanie Flores,28,Female,Vancouver,Basic
1678,Destiny Flores,44,Female,Quebec City,Basic
1679,Bruce Hernandez,53,Male,Toronto,Basic
1680,Adrian Dean,57,Male,Toronto,Basic
1681,Daniel Bell,60,Male,Niagara Falls,Basic
1682,Brenda Bush,52,Female,Toronto,Platinum
1683,David Jones,75,Male,Toronto,Basic
1684,Gina Wallace,23,Female,Quebec City,Gold
1685,John Lowe,57,Male,Toronto,Basic
1686,Anthony Simmons,38,Male,Vancouver,Silver
1687,Linda Watkins,47,Female,Quebec City,Basic
1688,Michael Jensen,45,Male,Vancouver,Basic
1689,Robert Marquez,28,Male,Montreal,Basic
1690,Kim Beltran,40,Female,Quebec City,Basic
1691,John Anderson,41,Male,Whistler,Basic
1692,Tamara Mcdonald,25,Female,Vancouver,Basic
1693,Michael Mckinney,75,Male,Banff,Basic
1694,Crystal Walker,22,Female,Toronto,Basic
1695,Lisa Durham,41,Female,Quebec City,Basic
1696,Melissa Ortega,65,Female,Calgary,Basic
1697,Stephen Chavez,61,Male,Toronto,Basic
1698,Karen Bell,46,Female,Vancouver,Basic
1699,Carolyn Tate,46,Female,Vancouver,Basic
1700,Bethany Garcia,75,Female,Quebec City,Platinum
1701,Robert Nguyen,26,Male,Vancouver,Basic
1702,Rebecca Patel,64,Female,Toronto,Basic
1703,Jennifer Oliver,41,Female,Calgary,Silver
1704,William Reyes,49,Male,Vancouver,Basic
1705,Robert Garza,75,Male,Vancouver,Basic
1706,Jeffrey Cobb,27,Male,Toronto,Basic
1707,Cynthia Bates,30,Female,Winnipeg,Basic
1708,Tara Andrews,20,Female,Montreal,Basic
1709,Leslie Ford,65,Female,Toronto,Basic
1710,Samantha Thompson,26,Female,Vancouver,Silver
1711,Andrea Rodriguez,68,Female,Ottawa,Platinum
1712,Raymond Gray,53,Male,Vancouver,Basic
1713,Matthew Davis,44,Male,Vancouver,Basic
1714,Stacy Berger,26,Female,Vancouver,Basic
1715,Aaron Thomas,72,Male,Montreal,Silver
1716,Joseph Price,53,Male,Vancouver,Basic
1717,Craig Maldonado,41,Male,Montreal,Gold
1718,Kelly Gentry,20,Male,Calgary,Basic
1719,Tony Graham,45,Male,Mont-Tremblant,Silver
1720,Hailey Davis MD,35,Female,Edmonton,Basic
1721,Jared Anderson IV,30,Male,Banff,Basic
1722,Kimberly Brown,43,Female,Vancouver,Silver
1723,Robert Howard,68,Male,Ottawa,Platinum
1724,Sean Young,53,Male,Toronto,Basic
1725,James Flores,37,Male,Vancouver,Basic
1726,Jane Gardner,48,Female,Vancouver,Basic
1727,Karen Lopez,29,Female,Montreal,Basic
1728,Tim Larsen,51,Male,Vancouver,Basic
1729,Yolanda Santiago,47,Female,Montreal,Basic
1730,Benjamin Smith,36,Male,Quebec City,Basic
1731,John Kim,18,Male,Toronto,Basic
1732,Bradley May MD,52,Male,Toronto,Silver
1733,Richard Munoz,56,Male,Montreal,Basic
1734,Christopher Hicks,32,Male,Montreal,Basic
1735,Jerry Kelly,58,Male,Toronto,Basic
1736,Larry Lane,56,Male,Vancouver,Basic
1737,David Shaw,70,Male,Toronto,Basic
1738,Joshua Richardson,48,Male,Quebec City,Gold
1739,Laura Bush MD,40,Female,Niagara Falls,Basic
1740,Melissa Thomas,28,Female,Toronto,Basic
1741,William Terrell,42,Male,Montreal,Basic
1742,Julie Miller,59,Female,Vancouver,Basic
1743,Ann Kennedy,40,Female,Vancouver,Basic
1744,Toni Miller,42,Female,Vancouver,Basic
1745,Rebecca Edwards,52,Female,Montreal,Basic
1746,Gwendolyn Osborne,26,Female,Vancouver,Platinum
1747,Kayla Harrison,54,Female,Vancouver,Basic
1748,Jason Yu,25,Male,Quebec City,Silver
1749,Donna Johnson,19,Female,Vancouver,Silver
1750,Paul Acosta,18,Male,Halifax,Basic
1751,Antonio Kennedy,41,Male,Mont-Tremblant,Basic
1752,Amber Mooney,48,Female,Vancouver,Gold
1753,Lori Mitchell,18,Female,Toronto,Platinum
1754,Kathy York,58,Female,Vancouver,Basic
1755,Casey Campbell,47,Male,Toronto,Basic
1756,Alexis Rodriguez,39,Female,Montreal,Basic
1757,Leslie Hernandez,22,Female,Montreal,Basic
1758,Rhonda Green,42,Female,Vancouver,Basic
1759,Kari Lloyd,21,Female,Montreal,Basic
1760,Grant Miller,34,Male,Toronto,Basic
1761,Taylor Moore,37,Female,Winnipeg,Silver
1762,Wendy Townsend,21,Female,Quebec City,Basic
1763,Jessica Walsh,26,Female,Montreal,Basic
1764,Morgan Reed,38,Female,Niagara Falls,Basic
1765,Nicole Wilson,54,Female,Mont-Tremblant,Silver
1766,James Turner,68,Male,Vancouver,Gold
1767,Nicole Patel,23,Female,Banff,Silver
1768,Michael Wells,23,Male,Vancouver,Basic
1769,Sheila Smith,55,Female,Whistler,Basic
1770,Joan Gregory,35,Female,Halifax,Basic
1771,Mr. Andrew Hardin,45,Male,Vancouver,Basic
1772,Tyler Reynolds,25,Male,Toronto,Gold
1773,Scott Rogers,19,Male,Kelowna,Gold
1774,Brett Pena,26,Male,Quebec City,Silver
1775,Patricia Curry,52,Female,Quebec City,Basic
1776,Kevin Lee,36,Male,Whistler,Basic
1777,Melissa White,60,Female,Vancouver,Basic
1778,Megan Decker,58,Female,Kelowna,Basic
1779,Brent Garcia,39,Male,Calgary,Basic
1780,Daniel Campbell,74,Male,Banff,Basic
1781,Alexander Davis,35,Male,Whistler,Silver
1782,Mary Houston,39,Female,Vancouver,Gold
1783,Mark Erickson,25,Male,Ottawa,Basic
1784,Scott Anderson,34,Male,Montreal,Silver
1785,Stephanie Knight,49,Female,Quebec City,Basic
1786,Dr. Melissa King,23,Female,Mont-Tremblant,Silver
1787,Taylor Fowler,40,Female,Montreal,VIP
1788,Donald Simmons,54,Male,Banff,Platinum
1789,Randy Morris,45,Male,Toronto,Basic
1790,Benjamin Waters,44,Male,Toronto,Basic
1791,Faith Brown,46,Female,Vancouver,Basic
1792,Deborah Alexander,22,Female,Whistler,Basic
1793,Tanya Bishop,45,Female,Toronto,Gold
1794,Johnathan Thomas,57,Male,Toronto,Basic
1795,Daniel Schneider,29,Male,Vancouver,Basic
1796,Michelle Garcia,57,Female,Vancouver,Basic
1797,Laura King,36,Female,Vancouver,VIP
1798,Stephanie Hernandez,48,Female,Montreal,Basic
1799,Tasha Ortega,44,Female,Quebec City,Basic
1800,Melissa Conway,62,Female,Quebec City,Basic
1801,Kaylee Case,24,Female,Quebec City,Basic
1802,Jessica Anthony,25,Female,Vancouver,Basic
1803,Richard Fernandez,42,Male,Whistler,Basic
1804,Tiffany Meyers,44,Female,Vancouver,Basic
1805,Latoya Donovan,31,Female,Niagara Falls,Basic
1806,Michael Morales,26,Male,Ottawa,Basic
1807,Tina Davis,24,Female,Montreal,Basic
1808,Tyler Miller,67,Male,Vancouver,Basic
1809,Randall Holland,71,Male,Vancouver,Basic
1810,Amanda Cruz,22,Female,Montreal,Basic
1811,Melissa Mosley,37,Female,Montreal,Basic
1812,Heather Miller,75,Female,Toronto,Basic
1813,Nicolas Taylor,33,Male,Montreal,VIP
1814,Michelle Watkins,19,Female,Montreal,Basic
1815,Arthur Fernandez,23,Male,Quebec City,Platinum
1816,Joseph Flowers,22,Male,Banff,Gold
1817,Zachary Johnson,57,Male,Niagara Falls,Basic
1818,Richard Williams,48,Male,Ottawa,Basic
1819,Robert Contreras,57,Male,Vancouver,Silver
1820,Michael Sawyer,60,Male,Vancouver,Basic
1821,Kerry Buckley,70,Male,Toronto,Basic
1822,Charles Valdez,61,Male,Toronto,Gold
1823,Thomas Williams,32,Male,Vancouver,Basic
1824,Bianca Jackson,39,Female,Montreal,Platinum
1825,Elizabeth Leon,74,Female,Vancouver,Basic
1826,Christopher Garza,53,Male,Calgary,Basic
1827,Brian Crawford,23,Male,Halifax,Silver
1828,Daniel Brock,51,Male,Vancouver,Basic
1829,Robert Hendrix,35,Male,Toronto,Basic
1830,Frederick Daugherty,29,Male,Quebec City,Basic
1831,Chad Copeland,22,Male,Vancouver,Basic
1832,Phillip Watkins,60,Male,Winnipeg,Basic
1833,Bryan Thomas,73,Male,Montreal,Basic
1834,Melissa Tran,50,Female,Whistler,Basic
1835,Tammy Williams,28,Female,Ottawa,Basic
1836,Ryan Salazar,71,Male,Quebec City,Basic
1837,Alexis Tucker,34,Female,Mont-Tremblant,Basic
1838,Christopher Davis,67,Male,Vancouver,Basic
1839,Stephen Butler,49,Male,Ottawa,Basic
1840,Raymond Schwartz,26,Male,Vancouver,Basic
1841,Margaret Mills,40,Female,Toronto,Basic
1842,Todd Bishop,62,Male,Toronto,Basic
1843,Christopher Porter,45,Male,Edmonton,Silver
1844,Mark Patton,21,Male,Vancouver,Basic
1845,Abigail Young,49,Female,Vancouver,Basic
1846,Joseph Davis,58,Male,Vancouver,Basic
1847,Philip Fernandez,43,Male,Vancouver,Basic
1848,Randy Hopkins,59,Male,Banff,Basic
1849,Cheryl Hogan,49,Female,Montreal,Basic
1850,Warren Wells,54,Male,Vancouver,Basic
1851,Meagan Williams,47,Female,Montreal,Basic
1852,Dustin Hamilton,69,Male,Calgary,Basic
1853,Renee Chang,41,Female,Calgary,Platinum
1854,Patrick Buckley,29,Male,Toronto,Basic
1855,Rachel Washington,23,Female,Vancouver,Basic
1856,Steven Griffith,59,Male,Quebec City,Basic
1857,Gabriel Gonzalez,23,Male,Quebec City,Basic
1858,Gabriel Maxwell,64,Male,Edmonton,Platinum
1859,Brent Rojas,57,Male,Quebec City,Basic
1860,James Walker,51,Male,Kelowna,Basic
1861,Kari Zamora,46,Female,Winnipeg,Basic
1862,Tanya Gibson,34,Female,Montreal,Basic
1863,Chad Cortez,34,Male,Vancouver,Basic
1864,William Harris,56,Male,Toronto,Basic
1865,Melissa Brown,35,Female,Mont-Tremblant,Basic
1866,Sarah Ellis,48,Female,Vancouver,Basic
1867,Greg Tanner,38,Male,Banff,Silver
1868,Richard Little,25,Male,Calgary,VIP
1869,Carolyn Cordova,21,Female,Vancouver,Basic
1870,Angelica Vincent,47,Female,Quebec City,Basic
1871,Zachary Vargas,39,Male,Vancouver,Basic
1872,Douglas Blair,60,Male,Toronto,Platinum
1873,David Murphy,48,Male,Montreal,Basic
1874,Steven Vargas,73,Male,Banff,Basic
1875,Laura Smith,45,Female,Montreal,Platinum
1876,Amanda Ruiz PhD,37,Female,Ottawa,Basic
1877,Kim Mendoza,44,Female,Ottawa,Gold
1878,Roberto Chavez,24,Male,Montreal,Basic
1879,Justin Smith,37,Male,Toronto,Gold
1880,Travis Anderson,22,Male,Toronto,Gold
1881,Matthew Davis,56,Male,Vancouver,Basic
1882,Elizabeth Warner,34,Female,Vancouver,Basic
1883,Paul Johnson,19,Male,Vancouver,Basic
1884,Raymond Sawyer,19,Male,Toronto,Basic
1885,Rachel Wood,43,Female,Calgary,Basic
