employee_id,name,age,gender,schedule_id,store_id
716,Brandon Mckenzie,39,Male,77,55
717,Shannon Nunez,44,Female,55,55
718,Sharon Gonzalez,21,Female,26,55
719,Alexandria Giles,36,Female,78,55
720,Douglas Davis,53,Male,9,55
721,Breanna Gonzalez,19,Female,64,56
722,Hannah Yoder,23,Female,10,56
723,Thomas Gonzalez,53,Male,60,56
724,Julie Jacobson,42,Female,41,56
725,Karen Fisher,18,Female,53,56
726,Amanda Trevino,24,Female,31,56
727,Danielle Carter,18,Female,50,56
728,Amanda Ramirez,50,Female,14,56
729,Andrea Murphy,23,Female,8,56
730,Kayla Alexander,20,Female,59,56
731,Dr. Kathleen Gilbert MD,41,Female,43,56
732,Clayton Khan,20,Male,23,56
733,Colleen Parker,41,Female,26,56
734,Angela Crawford,28,Female,9,57
735,Gregory Norman,55,Male,12,57
736,Kathryn Price,42,Female,38,57
737,Laura Bright,25,Female,79,57
738,Shelly Mejia,51,Female,63,57
739,Darin Wilkinson,36,Male,36,57
740,Justin Williams,32,Male,32,57
741,Carrie Black,34,Female,53,57
742,Derek Delgado,42,Male,16,57
743,April Morgan DDS,33,Female,50,57
744,Stacey Olson,28,Female,42,57
745,Carrie Myers,31,Female,43,57
746,Erica Lawrence,36,Female,40,57
747,Robert Perkins,51,Male,51,58
748,Kimberly Green,46,Female,47,58
749,Eric Mathis,25,Male,37,58
750,Omar Carter,49,Male,56,58
751,Tina Mills,45,Female,17,58
752,Joyce Foster,55,Female,8,58
753,Kimberly Hayes,51,Female,12,58
754,Savannah Johns,32,Female,70,58
755,Jason Mcdonald,37,Male,38,58
756,Jasmine Hall,38,Female,78,58
757,Rhonda Oconnell,36,Female,1,58
758,Mary Khan,36,Female,22,58
759,Jake Holmes,47,Male,40,58
760,Andrew Brown,46,Male,63,59
761,Tammy Jackson,44,Female,52,59
762,Alexandra Holmes,32,Female,3,59
763,Michael Santos,52,Male,26,59
764,James Roberts,30,Male,23,59
765,Jennifer Khan,26,Female,70,59
766,Stephanie Perez,51,Female,28,59
767,Derek Coleman,34,Male,37,59
768,Daniel Sanders,35,Male,51,59
769,Maxwell Johnson,38,Male,22,59
770,Michael Clay,33,Male,5,59
771,Tasha White,39,Female,41,59
772,Jason Mathews,53,Male,31,60
773,Maria Parsons,46,Female,35,60
774,Ray Hayes,44,Male,47,60
775,Jessica Robinson,29,Female,69,60
776,Megan Stokes,41,Female,18,60
777,John Harris,22,Male,74,60
778,Eric Li,37,Male,61,60
779,Melissa Oneill,49,Female,75,60
780,Karen Ross,44,Female,45,60
781,Ethan Gamble,34,Male,71,60
782,Alex Lambert,41,Male,12,60
783,Brenda Poole,26,Female,8,60
784,Amy Wong,32,Female,54,60
